arquivo;curso_sigla;disciplina_ordinal;disciplina_nome;disciplina_ch_horas;numero_ue;topico;ue_ch_horas;qtd_subunidades;subunidades
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;METEOROLOGIA;30;6;METEOROLOGIA DE MESOESCALA;3;4;"Brisas marítima e terrestre | Ventos catabáticos e anabáticos | Sistemas convectivos; e | Influência urbana"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;METEOROLOGIA;30;7;METEOROLOGIA POR SATÉLITE;6;3;"Tipos de órbita | Definição dos canais; e | Interpretação de imagens"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;TÉCNICAS DE PREVISÃO DO TEMPO;19;1;PRODUTOS DISPONÍVEIS;4;3;"Dados observacionais e carta sinótica | METEOROMARINHA; e | Previsão meteorológica especial"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;TÉCNICAS DE PREVISÃO DO TEMPO;19;2;PROCESSOS DE PREVISÃO;15;3;"Ferramentas disponíveis (modelos numéricos) | Principais produtos de previsão numérica; e | Auxílios à decisão"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;OCEANOGRAFIA;37;1;INTRODUÇÃO À OCEANOGRAFIA;2;4;"Características gerais dos oceanos | Principais componentes da água do mar; e | Feições geomorfológicas dos oceanos | Temperatura"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;OCEANOGRAFIA;37;2;PROPRIEDADES FÍSICO-QUÍMICAS DA ÁGUA DO MAR;3;5;"Salinidade | Densidade | Profundidade e pressão; e | Distribuição horizontal e vertical de temperatura e salinidade | Propagação do som no mar"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;OCEANOGRAFIA;37;3;ACÚSTICA SUBMARINA;11;4;"Modelos de propagação do som | Equação sonar; e | Fenômenos acústicos de importância tática: duto de superfície, zonas de sombra, | Principais fatores que governam o balanço de calor e de sal entre o oceano e a"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;OCEANOGRAFIA;37;4;INTERAÇÃO OCEANO-ATMOSFERA;4;4;"Processos de difusão de calor nos oceanos e batitermograma | Formação e evolução da camada de mistura; e | Modelos de previsão da camada de mistura | Principais forçantes e métodos de medida de correntes oceânicas"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;OCEANOGRAFIA;37;5;CIRCULAÇÃO OCEÂNICA;3;3;"Principais sistemas de correntes no Atlântico Sul; e | Frentes e vórtices oceânicos e as principais aplicações táticas do conhecimento das | Características das vagas; e"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;OCEANOGRAFIA;37;6;CARACTERÍSTICAS DAS ONDAS OCEÂNICAS;1;2;Características dos marulhos | Técnicas de previsão das ondas em águas profundas e em águas rasas
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;OCEANOGRAFIA;37;7;GERAÇÃO, PREVISÃO E PROPAGAÇÃO DAS ONDAS;3;3;"Propagação de ondas; e | Formação de marulhos | Técnicas de observação do período, da altura e medição do comprimento de ondas"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;OCEANOGRAFIA;37;8;TÉCNICAS DE OBSERVAÇÃO DA ONDA;1;0;
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;OCEANOGRAFIA;37;9;MÉTODOS DE PREVISÃO DE ONDAS E ANÁLISE DA CARTA SINÓTICA;2;5;"Campo de vento | Técnicas para determinação da velocidade e duração do vento | Técnicas para determinação da pista efetiva do vento | Técnicas para previsão de vaga e marulho; e | Previsão numérica de ondas"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;OCEANOGRAFIA;37;10;APLICAÇÕES OPERACIONAIS DOS MÉTODOS DE PREVISÃO;2;2;"Fatores que afetam a velocidade do navio; e | Atividades que são afetadas durante as Operações Navais: moral da tripulação"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;OCEANOGRAFIA;37;11;ARREBENTAÇÃO DAS ONDAS;5;3;"Fenômeno da arrebentação das ondas | Técnicas de previsão das características das ondas na arrebentação; e | Emprego de modelos de previsão para Operações Anfíbias"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;EFEITOS ATMOSFÉRICOS SOBRE A PROPAGAÇÃO ELETRO;18;1;REFRAÇÃO DAS ONDAS ELETROMAGNÉTICAS;2;4;"Mecanismos de refração de uma frente de ondas | Lei de Snell | Índices de refração e refratividade; e | Índices de refração modificados"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;EFEITOS ATMOSFÉRICOS SOBRE A PROPAGAÇÃO ELETRO;18;2;INTERAÇÃO DAS ONDAS ELETROMAGNÉTICAS ATMOSFERA;4;4;"Geometria da propagação eletromagnética | Propagação na atmosfera padrão | Camadas de confinamento e dutos; e | Relação entre frequência e confinamento"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;EFEITOS ATMOSFÉRICOS SOBRE A PROPAGAÇÃO ELETRO;18;3;DUTOS DE EVAPORAÇÃO;3;4;"Formação de dutos de evaporação | Propriedades refrativas dos dutos de evaporação | Climatologia dos dutos no Atlântico Sul; e | Previsão de dutos de evaporação"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;EFEITOS ATMOSFÉRICOS SOBRE A PROPAGAÇÃO ELETRO;18;4;CAMADAS DE CONFINAMENTO ELEVADAS;3;3;"Formação de camadas de confinamento elevadas | Propriedades refrativas das camadas de confinamento elevadas; e | Climatologia das camadas de confinamento elevadas no Atlântico Sul"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;EFEITOS ATMOSFÉRICOS SOBRE A PROPAGAÇÃO ELETRO;18;5;PREVISÃO DA PROPAGAÇÃO ELETROMAGNÉTICA;6;3;"Sistema de coleta de dados para caracterização da atmosfera | Sistemas atuais de previsão da propagação eletromagnética; e | Aplicações práticas em sistemas de detecção e comunicação"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;ESTÁGIO PRÁTICO;50;1;FASE I - PLANEJAMENTO DA OPERAÇÃO INDICADA PARA O ESTUDO PRÁTICO;24;3;"Preparação da operação | Preparação do pré-sail; e | Apresentação do pré-sail"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;ESTÁGIO PRÁTICO;50;2;FASE II - EXECUÇÃO DA OPERAÇÃO;26;2;"Preparação de um briefing Ambiental; e | Apresentação de um briefing"
c-exp-obs-me_0_0.pdf;C-EXP-OBS-ME;DHN-0225;OBSERVAÇÃO METEOROLÓGICA I;50;1;METEOROLOGIA NAS ATIVIDADES NAVAIS;3;3;"Aplicação da meteorologia nas atividades navais | Elementos constituintes da atmosfera; e | Estrutura vertical da atmosfera"
c-exp-obs-me_0_0.pdf;C-EXP-OBS-ME;DHN-0225;OBSERVAÇÃO METEOROLÓGICA I;50;2;PROPRIEDADES FÍSICAS E FENÔMENOS;18;13;Influências da radiação solar e processo de radiação e evaporação | Variações e medidas de temperaturas | Processos de saturação do ar, ponto de orvalho e umidade relativa | Conceito, unidades de medidas e variações da pressão atmosférica | Causas e unidades de medidas do vento | Princípios de formação e classificação quanto as altitudes das nuvens | Fenômenos restritivos e unidades de medidas da visibilidade | Processos de formação e características dos nevoeiros | Diferença entre névoa de nevoeiro e névoa seca de névoa úmida | Tipos, caráter, intensidade e unidades de medidas da precipitação | Relação entre relâmpago e trovão e classificação de nuvem de trovoada | Elementos de uma onda, diferença entre vagas e marulho e unidades de medidas | Tipos e características das tempestades
c-exp-obs-me_0_0.pdf;C-EXP-OBS-ME;DHN-0225;OBSERVAÇÃO METEOROLÓGICA I;50;3;METEOROLOGIA SINÓTICA;10;4;"Região de origem, classificação e identificação das massas de ar | Identificação de isóbaras e configurações isobáricas | Identificação de diferentes tipos de frentes; e | Ciclones tropicais, convergência intertropical, e cavados equatoriais"
c-exp-obs-me_0_0.pdf;C-EXP-OBS-ME;DHN-0225;OBSERVAÇÃO METEOROLÓGICA I;50;4;TELECOMUNICAÇÕES METEOROLÓGICAS;5;3;Estrutura e finalidade do Serviço Meteorológico Marinho | Publicações que fornecem informações sobre telecomunicações meteorológicas, | Encaminhamento de registros meteorológicos SHIP e SYNOP (DHN-5932-3) e
c-exp-obs-me_0_0.pdf;C-EXP-OBS-ME;DHN-0225;OBSERVAÇÃO METEOROLÓGICA I;50;5;CARTAS E BOLETINS METEOROLÓGICOS;14;3;"Construção e utilização da carta de pressão à superfície e sua plotagem | Estrutura e finalidade do Meteoromarinha; e | Reprodução gráfica de um sistema isobárico representado numa mensagem de"
c-exp-obs-me_0_0.pdf;C-EXP-OBS-ME;DHN-0513;OBSERVAÇÃO METEOROLÓGICA II;65;1;ESTAÇÃO METEOROLÓGICA;2;2;"Identificação, classificação, diferenciação de estação terrestre e estação marítima; e | Características e localização do abrigo meteorológico, instrumentos que devem ficar"
c-exp-obs-me_0_0.pdf;C-EXP-OBS-ME;DHN-0513;OBSERVAÇÃO METEOROLÓGICA II;65;2;INSTRUMENTOS METEOROLÓGICOS;10;7;"Tipos, finalidades e diferença entre termômetro de máxima e mínima | Tipos e finalidades dos psicrômetros | Tipos e finalidades dos higrômetros | Tipos, finalidades dos anemômetros e diferença entre anemômetro e anemoscópio | Tipos, finalidades e diferentes correções dos barômetros | Tipos e finalidades dos pluviômetros; e | Tipos e finalidades dos instrumentos registradores, conceituação de meteorógrafo e"
c-exp-obs-me_0_0.pdf;C-EXP-OBS-ME;DHN-0513;OBSERVAÇÃO METEOROLÓGICA II;65;3;OBSERVAÇÕES METEOROLÓGICAS;45;8;"Elementos meteorológicos que compõem uma observação à superfície, | Horários sinóticos, horários cujas observações são utilizadas em tempo real; e | Teoria e prática de todos os elementos que compõem uma observação | Preenchimento e envio do modelo DHN-5934-3 | Elaboração de mensagem SHIP, SYNOP e preenchimento do modelo DHN-5938-2 | Finalidade e elaboração de mensagem METAR | Finalidade e elaboração de mensagem BOWWAVE; e | Situações em que o comandante do navio deve elaborar mensagem de perigo ou"
c-exp-obs-me_0_0.pdf;C-EXP-OBS-ME;DHN-0513;OBSERVAÇÃO METEOROLÓGICA II;65;4;OBSERVAÇÃO EM ALTITUDE;8;2;"Equipamento de radiossondagem; e | Lançamento de balão de coleta de dados"
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;I;O SISTEMA MULTIFEIXE E SUA APLICAÇÃO;16;1;ACÚSTICA SUBMARINA;2;9;Propriedades da onda sonora | Fatores que influenciam a velocidade do som na água | Lei de Snell | Raypath | Ondas Planas e esféricas | Transdutores | Modulação do pulso | Equação Sonar | Alcance Sonar e Envelope de Performance
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;I;O SISTEMA MULTIFEIXE E SUA APLICAÇÃO;16;2;PUBLICAÇÃO;2;8;Publicação S-44 (Ed) | Glossário | Ordens de LH | Incertezas | Tabela de Metadados | Matriz de Especificações | Incerteza a priori | IT da DHN
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;I;O SISTEMA MULTIFEIXE E SUA APLICAÇÃO;16;3;PRINCÍCPIOS DOS SISTEMA MULTIFEIXE;5;8;Produtos do sistema multifeixe | Geometria dos Transdutores | Diretividade e geometria do pulso | Beamfocusing e Beamsteering | Mills Cross | Array Shading | Detecção do Fundo | Resolução
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;I;O SISTEMA MULTIFEIXE E SUA APLICAÇÃO;16;4;VELOCIDADE DO SOM E REFRAÇÃO;1;5;O problema da refração | Medição de Velocidade do Som | Medição da profundidade – Ray Tracing | Verificação de erros de velocidade do som | Velocidade do som na superfície
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;I;O SISTEMA MULTIFEIXE E SUA APLICAÇÃO;16;5;SENSORES AUXILIARES E MOVIMENTO DA EMBARCAÇÃO;2;5;Posicionador | Transceiver e Workstation | INS e Sensor de Movimento | Roll, pitch, heading e heave | Sincronismo ZDA e 1PPS
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;I;O SISTEMA MULTIFEIXE E SUA APLICAÇÃO;16;6;CALIBRAÇÃO DE SISTEMA MULTIFEIXE (PATCH TEST);2;4;Ações a serem tomadas antes da calibração | Sequência de realização do patch test | Patch Test | Otimização de linhas de sondagem
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;I;O SISTEMA MULTIFEIXE E SUA APLICAÇÃO;16;7;MARÉ APLICADA;2;2;Interpretação de um diagrama de estação maregráfica e seus principais conceitos | Confecção do arquivo TRP (Tide)
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;II;PRINCIPAIS PROTOCOLOS DE COMUNICAÇÃO ENTRE EQUIPAMENTOS E SISTEMAS;8;1;COMUNICAÇÃO SERIAL;2;5;Conceitos básicos e TTL | Padrão RS-232 | Padrão RS-422 | Conversores e sua utilização | Parâmetros de configuração da comunicação Serial
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;II;PRINCIPAIS PROTOCOLOS DE COMUNICAÇÃO ENTRE EQUIPAMENTOS E SISTEMAS;8;2;COMUNICAÇÃO ETHERNET;2;3;IP, subrede, gateway e DNS | Protocolo TCP | Protocolo UDP
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;II;PRINCIPAIS PROTOCOLOS DE COMUNICAÇÃO ENTRE EQUIPAMENTOS E SISTEMAS;8;3;PRÁTICA DE CONFIGURAÇÃO DE EQUIPAMENTOS;4;6;Principais softwares de apoio | Estabelecimento de uma rede ethernet (cabo e wifi) | Estabelecimento de comunicação RS232 | Configuração ethernet de terminais ou equipamentos | Configuração Serial de terminais ou equipamentos | Integração de comunicação serial, TCP e UDP
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;III;PRINCIPAIS SOFTWARES EMPREGADOS NA AQUISIÇÃO E PROCESSAMENTO DE DADOS;16;1;AML SEACAST;2;5;Instalação | Configuração | Download de dados | Formato de dados | Exportação e armazenamento de dados
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;III;PRINCIPAIS SOFTWARES EMPREGADOS NA AQUISIÇÃO E PROCESSAMENTO DE DADOS;16;2;CARIS HIPS & SIPS;2;3;Instalação | Configuração de módulos e licença | Visão geral das ferramentas e fluxograma de processamento de dados
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;III;PRINCIPAIS SOFTWARES EMPREGADOS NA AQUISIÇÃO E PROCESSAMENTO DE DADOS;16;3;SEAFLOOR INFORMATION SYSTEM;12;17;Instalação e licença | Estabelecimento de monitor remoto para timoneiro | Visão geral | Estrutura de Dados | Inicialização do sistema de aquisição de dados | Installation Parameters | Runtime Parameters | Configurações típicas para sondagem multifeixe | New Survey | Cross Track | Geographical display | Numerical Display | Water Column | Helmsman Display | SVP Editor | Planning Module | Calibração do sistema multifeixe
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;IV;PRÁTICA DE AQUISIÇÃO DE DADOS;16;1;PRÁTICA DE AQUISIÇÃO DE DADOS;16;5;Configuração de uma sondagem no SIS | Calibração | Realização de linhas de sondagem | Realização de linhas de verificação | Download e organização dos dados
curriculo-ciaara-est-qf-aphid_presencial_mod2.pdf;EST - QF - APHID;V;PRÁTICA DE PROCESSAMENTO DE DE DADOS;16;1;PRÁTICA DE PROCESSAMENTO DE DADOS;16;4;Fluxograma básico de processamento | Superfícies batimétricas | Geração de Produtos | Relatório
curriculo-ciaara-est-qf-em2040phs.pdf;EST - QF -  EM2040PHS;I;MONTAGEM DA HASTE USM HIGHTOWER E SMP;8;1;MONTAGEM DA HASTE;6;4;Preparação | Reconhecimento do Material | Montagem | Boas práticas de cuidado com o material
curriculo-ciaara-est-qf-em2040phs.pdf;EST - QF -  EM2040PHS;I;MONTAGEM DA HASTE USM HIGHTOWER E SMP;8;2;SMP;2;2;Manutenção durante os dias de LH | Manutenção pós-LH
curriculo-ciaara-est-qf-em2040phs.pdf;EST - QF -  EM2040PHS;II;INTERLIGAÇÃO DE DADOS DO SISTEMA EM2040PHS;8;1;COMUNICAÇÃO DO SISTEMA;3;3;Reconhecimento das portas de comunicação disponíveis | Reconhecimento dos cabos a serem utilizados | Boas práticas no manuseio de cabos e proteção de conectores
curriculo-ciaara-est-qf-em2040phs.pdf;EST - QF -  EM2040PHS;II;INTERLIGAÇÃO DE DADOS DO SISTEMA EM2040PHS;8;2;PRINCIPAIS CONFIGURAÇÕES E TRÂMITE DE DADOS;3;3;Comunicação entre SEAPATH e EM2040 (SIS) | Comunicação entre sistemas auxiliares | Estabelecimento de rede hidrográfica
curriculo-ciaara-est-qf-em2040phs.pdf;EST - QF -  EM2040PHS;II;INTERLIGAÇÃO DE DADOS DO SISTEMA EM2040PHS;8;3;SISTEMAS DE POSICIONAMENTO DIFERENCIAL;2;3;RTK NTRIP | HAS | DGNSS 3710
curriculo-ciaara-est-qf-em2040phs.pdf;EST - QF -  EM2040PHS;III;OPERAÇÃO BÁSICA DO SOFTWARE SISv5;4;1;SISv5;4;5;Reconhecimento das principais janelas do software | Calibração | Velocidade do Som | Ferramenta Installation Parameters | Ferramenta Runtime Parameters
curriculo-ciaara-est-qf-proc-mf-ead_mod3.pdf;EST - QF – PROC – MF - EAD;I;PRÁTICA DE PROCESSAMENTO DE DE DADOS MULTIFEIXE;57;1;PRÁTICA DE PROCESSAMENTO DE DADOS MULTIFEIXE;57;14;Fluxograma básico de processamento | Criação do arquivo de embarcação | Criação do HIPS File e importação de dados batimétricos e auxiliares | Georreferenciamento | Superfícies Batimétricas | Editores | Navigation | Attitude | Swath | Subset | Filtros | Controle de Qualidade | Geração de Produtos | Relatório
est-qf-mareflu.pdf;EST-QF-MAREFLU;I;AQUISIÇÃO E ANÁLISE DE DADOS MAREGRÁFICOS E FLUVIOMÉTRICOS;60;1;DEFINIÇÕES GERAIS BÁSICAS;12;8;"Fluviometria e Maregrafia | Ocupação e Reocupação de Estações Fluviométricas e Maregráficas | Nível de Redução (NR) | Nivelamento Geométrico | Preenchimento da Ficha C-32 | Conceitos e prática GNSS | Processamento GNSS (PPP e relativo estático); e | Instrução Especial"
est-qf-mareflu.pdf;EST-QF-MAREFLU;I;AQUISIÇÃO E ANÁLISE DE DADOS MAREGRÁFICOS E FLUVIOMÉTRICOS;60;2;NOÇÕES BÁSICAS DE AQUISIÇÃO E ANÁLISE DE DADOS MAREGRÁFICOS;28;9;"Conceitos gerais de Maregrafia | Tipos de marégrafos | Maré prevista e maré observada | Análise e confecção de Fichas de Descrição de Estação Maregráfica (F-41) oriundas de um LH | Métodos empregados para a determinação do Nível de Redução (NR) | Métodos empregados para o transporte do NR e do nível médio do mar | NR em rios com influência de maré | Critérios para zoneamento de marés; e | Elaboração do diagrama de redução de sondagens"
est-qf-mareflu.pdf;EST-QF-MAREFLU;I;AQUISIÇÃO E ANÁLISE DE DADOS MAREGRÁFICOS E FLUVIOMÉTRICOS;60;3;NOÇÕES BÁSICAS DE AQUISIÇÃO E ANÁLISE DE DADOS FLUVIOMÉTRICOS;12;8;"Análise e confecção de Ficha de Descrição de Estação Fluviométrica oriunda de um LH (F-43) | Análise e confecção de Caderneta de nivelamento geométrico (C-32) em LH | Métodos empregados para a determinação do Nível de Redução (NR) em rios | Períodos mínimos para a determinação de NR temporários em rios | NR em rios sem influência de maré (critério percentil) | Redução de sondagem e Zoneamento em áreas sem influência de marés | Elaboração de Ábaco de Redução de sondagem da Carta Náutica; e | Cálculo de Percentil 6"
est-qf-mareflu.pdf;EST-QF-MAREFLU;I;AQUISIÇÃO E ANÁLISE DE DADOS MAREGRÁFICOS E FLUVIOMÉTRICOS;60;4;REDUÇÃO DE SONDAGEM EM RIOS COM INFLUÊNCIA DE MARÉ ASTRONÔMICA;8;3;"Características da fluviometria com influência de maré astronômica | Zoneamento em regiões fluviais com influência de maré astronômica; e | Confecção de planilha de redução"
est-qf-navflu-ead.pdf;EST - QF - NAVFLU - EAD;EST-QF-NAVFLU-EAD;NOÇÕES BÁSICAS DE NAVEGAÇÃO FLUVIAL;36;1;Métodos de Navegação Empregados a Bordo;2;3;"Classificação dos rios quanto à navegabilidade | Características regionais das bacias hidrográficas; e | Utilização dos equipamentos para navegação eletrônica"
est-qf-navflu-ead.pdf;EST - QF - NAVFLU - EAD;EST-QF-NAVFLU-EAD;NOÇÕES BÁSICAS DE NAVEGAÇÃO FLUVIAL;36;2;Equipe de Navegação;2;5;"Auxiliar de Navegação | Contramestre | Vigia | Timoneiro e Sota-timoneiro; e | Prático Militar"
est-qf-navflu-ead.pdf;EST - QF - NAVFLU - EAD;EST-QF-NAVFLU-EAD;NOÇÕES BÁSICAS DE NAVEGAÇÃO FLUVIAL;36;3;Planejamento de Viagem;6;9;"Aspectos documentais e técnicos | Cálculo das distâncias e horários | Seleção das Cartas Náuticas, Croquis e Publicações | Maré e nível do rio | Fatores meteorológicos | Regulamento para Evitar Abalroamento no Mar (RIPEAM) | Perigos à navegação | Auxílios à navegação; e | Instrumentos e equipamentos de navegação"
est-qf-navflu-ead.pdf;EST - QF - NAVFLU - EAD;EST-QF-NAVFLU-EAD;NOÇÕES BÁSICAS DE NAVEGAÇÃO FLUVIAL;36;4;Acompanhamento de Embarcações na Área Navegada;3;3;"Tipos de embarcações nas hidrovias | Limitações das embarcações regionais; e | Comportamento do tráfego fluvial"
est-qf-navflu-ead.pdf;EST - QF - NAVFLU - EAD;EST-QF-NAVFLU-EAD;NOÇÕES BÁSICAS DE NAVEGAÇÃO FLUVIAL;36;5;Particularidades da Navegação em Hidrovias;7;9;"Características da navegação na região hidrográfica Amazônica | Características da navegação na região hidrográfica do Paraguai-Paraná | Características da navegação na região hidrográfica Tocantins-Araguaia | Rios de água branca/barrenta | Rios de água preta | Rios de água clara ou verde | Lagos de várzea e de terra firme | Tramo Norte e tramo sul; e | Balizamento Lacustre e Fluvial"
est-qf-navflu-ead.pdf;EST - QF - NAVFLU - EAD;EST-QF-NAVFLU-EAD;NOÇÕES BÁSICAS DE NAVEGAÇÃO FLUVIAL;36;6;Procedimentos da Navegação Fluvial;12;6;"Preparação para a navegação em pontos críticos | Briefing de navegação | Execução | Fundeio e abarrancagem | Encalhe; e | Regras práticas"
est-qf-navflu-ead.pdf;EST - QF - NAVFLU - EAD;EST-QF-NAVFLU-EAD;NOÇÕES BÁSICAS DE NAVEGAÇÃO FLUVIAL;36;7;Termos Regionais Utilizados na Navegação Fluvial;4;1;Conhecimentos úteis dos termos usados na navegação regional
est-qf-pgrs100.pdf;EST - QF - PGRS100;I;PRODUÇÃO GRÁFICA;20;1;CONCEITOS INTRODUTÓRIOS;2;6;"Visão geral da produção gráfica | Conceitos básicos de produção gráfica | Cadeia de produção: da criação ao acabamento | Tipos de produtos gráficos (editoriais, promocionais, embalagens etc.) | Diferença entre mídias digitais e impressas; e | Posicionamento clássico"
est-qf-pgrs100.pdf;EST - QF - PGRS100;I;PRODUÇÃO GRÁFICA;20;2;MÓDULO 2: PRÉ-IMPRESSÃO;4;17;"Introdução à Pré-impressão | Papel do setor na cadeia gráfica | Fluxo de trabalho | Softwares utilizados | Adobe Illustrator, Photoshop, InDesign, Acrobat | RIPs e imposição | Preparação de arquivos | Formatos ideais (PDF/X) | Sangrias, marcas de corte, margens de segurança | Conversão de cores (RGB → CMYK) | Fechamento de arquivos | Provas e testes | Prova contratual vs. prova de monitor | Soft proofing e hard proofing | Controle de qualidade | Preflight; e | Checklist técnico"
est-qf-pgrs100.pdf;EST - QF - PGRS100;I;PRODUÇÃO GRÁFICA;20;3;IMPRESSÃO;3;11;"Tipos de processos de impressão | Offset (plano) | Digital (laser, jato de tinta) | Tipografia | Princípios técnicos | Matriz, substrato, tinta e pressão | Cores e sistemas de impressão: CMYK, Pantone, cores especiais | Equipamentos | Máquinas offset | Impressoras digitais; e | CTP (Computer to Plate)"
est-qf-pgrs100.pdf;EST - QF - PGRS100;I;PRODUÇÃO GRÁFICA;20;4;PÓS-IMPRESSÃO;3;9;"Acabamentos gráficos | Dobra, corte, vinco, laminação e verniz | Hot stamping | Revisão final e controle de qualidade | Conferência do produto final | Normas e padrões de acabamento | Logística e entrega | Embalagem adequada; e | Armazenamento e distribuição"
est-qf-pgrs100.pdf;EST - QF - PGRS100;I;PRODUÇÃO GRÁFICA;20;5;PROJETO FINAL;3;3;"Desenvolvimento de um produto gráfico completo (ex: catálogo, embalagem, livro, folder) | Acompanhamento de todas as etapas: pré-impressão, impressão e pós-impressão; e | Apresentação e entrega técnica"
est-qf-pgrs100.pdf;EST - QF - PGRS100;I;PRODUÇÃO GRÁFICA;20;6;PROJEÇÕES TRANSVERSAIS DE MERCATOR;5;3;"Projeções Transversas (TM) | Sistema UTM; e | Outras projeções transversas"
est-qf-pgrs100.pdf;EST - QF - PGRS100;II;CARTOGRAFIA NÁUTICA E PUBLICAÇÕES DE AUXÍLIO À NAVEGAÇÃO;10;1;TIPOS DE PRODUTOS CARTOGRÁFICOS;3;3;"Carta Náutica em papel | Carta Raster; e | Carta Eletrônica"
est-qf-pgrs100.pdf;EST - QF - PGRS100;II;CARTOGRAFIA NÁUTICA E PUBLICAÇÕES DE AUXÍLIO À NAVEGAÇÃO;10;2;PUBLICAÇÕES DE AUXÍLIO À NAVEGAÇÃO;3;5;"Carta 12000 (INT1) | Roteiros | Lista de Sinais Cegos | Lista de Auxílios-Rádio; e | Outras publicações"
est-qf-pgrs100.pdf;EST - QF - PGRS100;II;CARTOGRAFIA NÁUTICA E PUBLICAÇÕES DE AUXÍLIO À NAVEGAÇÃO;10;3;O MODELO DE DADOS UNIVERSAL (S-100);4;4;"Produtos da Família S-100 | S-57 | S-101; e | Futuro das Publicações de Auxílio à Navegação"
of-10-16-2023-densm-ciaara-an-c-apa-ocop-pr-sp.pdf;C-ApA-OcOp-PR-SP;OCOPISP;INGLÊS TÉCNICO;30;1;ESTRATÉGIA DE LEITURA;30;5;"Leitura e interpretação de textos | Vocabulário técnico | Falsos cognatos | Leitura e compreensão de manuais e instruções técnicas; e | Revisão dos tempos verbais: simple present, present continuous, future, simple"
of-10-16-2023-densm-ciaara-an-c-apa-ocop-pr-sp.pdf;C-ApA-OcOp-PR-SP;OCOPIISP;OCEANOGRAFIA FÍSICA DESCRITIVA;46;1;IMPORTÂNCIA DA OCEANOGRAFIA PARA MARINHA DO BRASIL;1;1;Principais aspectos
of-10-16-2023-densm-ciaara-an-c-apa-ocop-pr-sp.pdf;C-ApA-OcOp-PR-SP;OCOPIISP;OCEANOGRAFIA FÍSICA DESCRITIVA;46;2;COMPOSIÇÃO DA ÁGUA DO MAR;4;4;"Salinidade | Escala prática de salinidade | Equação termodinâmica da água do mar (TEOS 10); e | Principais gases dissolvidos"
of-10-16-2023-densm-ciaara-an-c-apa-ocop-pr-sp.pdf;C-ApA-OcOp-PR-SP;OCOPIISP;OCEANOGRAFIA FÍSICA DESCRITIVA;46;3;PROPRIEDADES FÍSICO QUÍMICAS DA ÁGUA DO MAR;7;4;"Distribuição de temperatura | Densidade e pressão | Som; e | Luz"
of-10-16-2023-densm-ciaara-an-c-apa-ocop-pr-sp.pdf;C-ApA-OcOp-PR-SP;OCOPIISP;OCEANOGRAFIA FÍSICA DESCRITIVA;46;4;INTERAÇÃO OCEANO ATMOSFERA;6;4;"Vento e pressão atmosférica | Circulação atmosférica | Relevância da Força de Coriolis para circulação atmosférica; e | Tensão de cisalhamento do vento"
